Uniprot ID,Gene Name,Name,Biomolecular condensate count,Synthetic condensate count,Species
F4JWP9,GFL,"109 kDa U5 small nuclear ribonucleoprotein component GFL",1,0,Arabidopsis thaliana
R4H6A8,ESA10,"10 kDa excretory-secretory antigen",1,0,Toxoplasma gondii
P61604,HSPE1,"10 kDa heat shock protein, mitochondrial",1,0,Homo sapiens
P61603,HSPE1,"10 kDa heat shock protein, mitochondrial",1,0,Bos taurus
Q6NUG0,hspe1.L,"10 kDa heat shock protein, mitochondrial",1,0,Xenopus laevis
Q9LNC5,CLO,"110 kDa U5 small nuclear ribonucleoprotein component CLO",1,0,Arabidopsis thaliana
Q15029,EFTUD2,"116 kDa U5 small nuclear ribonucleoprotein component",3,0,Homo sapiens
F4JIE1,ATARD2,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",1,0,Arabidopsis thaliana
P38631,FKS1,"1,3-beta-glucan synthase component FKS1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P39990,SNU13,"13 kDa ribonucleoprotein-associated protein",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P48347,GRF10,"14-3-3-like protein GF14 epsilon",1,0,Arabidopsis thaliana
Q06967,GF14F,"14-3-3-like protein GF14-F",1,0,Oryza sativa subsp. japonica
P48349,GRF6,"14-3-3-like protein GF14 lambda",1,0,Arabidopsis thaliana
Q96300,GRF7,"14-3-3-like protein GF14 nu",1,0,Arabidopsis thaliana
Q01525,GRF2,"14-3-3-like protein GF14 omega",1,0,Arabidopsis thaliana
P42644,GRF3,"14-3-3-like protein GF14 psi",1,0,Arabidopsis thaliana
P42645,GRF5,"14-3-3-like protein GF14 upsilon",1,0,Arabidopsis thaliana
Q9CQV8,Ywhab,"14-3-3 protein beta/alpha",1,0,Mus musculus
P31946,YWHAB,"14-3-3 protein beta/alpha",2,0,Homo sapiens
P62258,YWHAE,"14-3-3 protein epsilon",4,0,Homo sapiens
P62259,Ywhae,"14-3-3 protein epsilon",1,0,Mus musculus
P68510,Ywhah,"14-3-3 protein eta",1,0,Mus musculus
Q04917,YWHAH,"14-3-3 protein eta",2,0,Homo sapiens
P61982,Ywhag,"14-3-3 protein gamma",1,0,Mus musculus
P61981,YWHAG,"14-3-3 protein gamma",2,0,Homo sapiens
P31947,SFN,"14-3-3 protein sigma",2,0,Homo sapiens
O70456,Sfn,"14-3-3 protein sigma",1,0,Mus musculus
P27348,YWHAQ,"14-3-3 protein theta",4,0,Homo sapiens
Q52M98,ywhaq,"14-3-3 protein theta",1,0,Xenopus laevis
P68254,Ywhaq,"14-3-3 protein theta",1,0,Mus musculus
P63104,YWHAZ,"14-3-3 protein zeta/delta",2,0,Homo sapiens
P63101,Ywhaz,"14-3-3 protein zeta/delta",1,0,Mus musculus
Q5XG45,gbe1.S,"1,4-alpha-glucan branching enzyme",1,0,Xenopus laevis
Q3B8E1,phpt1.L,"14 kDa phosphohistidine phosphatase",1,0,Xenopus laevis
Q96JD6,AKR1E2,"1,5-anhydro-D-fructose reductase",1,0,Homo sapiens
P40545,HIS6,"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
O43719,HTATSF1,"17S U2 SnRNP complex component HTATSF1",1,0,Homo sapiens
Q9C0C2,TNKS1BP1,"182 kDa tankyrase-1-binding protein",2,0,Homo sapiens
P25627,BUD23,"18S rRNA (guanine(1575)-N(7))-methyltransferase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9LVD0,RID2,"18S rRNA (guanine-N(7))-methyltransferase RID2",1,0,Arabidopsis thaliana
Q9NUQ2,AGPAT5,"1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon",1,0,Homo sapiens
Q9D1E8,Agpat5,"1-acyl-sn-glycerol-3-phosphate acyltransferase epsilon",1,0,Mus musculus
Q41931,ACO2,"1-aminocyclopropane-1-carboxylate oxidase 2",1,0,Arabidopsis thaliana
Q10DK7,ACS1,"1-aminocyclopropane-1-carboxylate synthase 1",1,0,Oryza sativa subsp. japonica
P34756,FAB1,"1-phosphatidylinositol 3-phosphate 5-kinase FAB1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q91UZ1,Plcb4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase",1,0,Mus musculus
Q9Z1B3,Plcb1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",1,0,Mus musculus
Q9NQ66,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",1,0,Homo sapiens
Q15147,PLCB4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4",1,0,Homo sapiens
P51178,PLCD1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",1,0,Homo sapiens
Q8N3E9,PLCD3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",1,0,Homo sapiens
P19174,PLCG1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1",2,0,Homo sapiens
O65282,CPN20,"20 kDa chaperonin, chloroplastic",1,0,Arabidopsis thaliana
O04499,PGM1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1",1,0,Arabidopsis thaliana
P09543,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",1,0,Homo sapiens
P16330,Cnp,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",1,0,Mus musculus
Q16698,DECR1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",1,0,Homo sapiens
Q9CQ62,Decr1,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",1,0,Mus musculus
Q39227,SMT2,"24-methylenesterol C-methyltransferase 2",1,0,Arabidopsis thaliana
Q05823,RNASEL,"2-5A-dependent ribonuclease",1,0,Homo sapiens
P00973,OAS1,"2'-5'-oligoadenylate synthase 1",1,0,Homo sapiens
P29728,OAS2,"2'-5'-oligoadenylate synthase 2",2,0,Homo sapiens
Q9Y6K5,OAS3,"2'-5'-oligoadenylate synthase 3",2,0,Homo sapiens
Q8VI94,Oasl1,"2'-5'-oligoadenylate synthase-like protein 1",1,0,Mus musculus
P38961,RRP8,"25S rRNA (adenine(645)-N(1))-methyltransferase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P40991,NOP2,"25S rRNA (cytosine(2870)-C(5))-methyltransferase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9FG73,NOP2A,"25S rRNA (cytosine-C(5))-methyltransferase NOP2A",1,0,Arabidopsis thaliana
A9ULV8,psmc2.L,"26S proteasome AAA-ATPase subunit RPT1",1,0,Xenopus laevis
Q6PAD3,psmc4.L,"26S proteasome AAA-ATPase subunit RPT3",1,0,Xenopus laevis
Q99460,PSMD1,"26S proteasome non-ATPase regulatory subunit 1",3,0,Homo sapiens
Q4V874,psmd1.L,"26S proteasome non-ATPase regulatory subunit 1",1,0,Xenopus laevis
O00231,PSMD11,"26S proteasome non-ATPase regulatory subunit 11",1,0,Homo sapiens
O00232,PSMD12,"26S proteasome non-ATPase regulatory subunit 12",1,0,Homo sapiens
Q9FIB6,RPN5A,"26S proteasome non-ATPase regulatory subunit 12 homolog A",1,0,Arabidopsis thaliana
Q9UNM6,PSMD13,"26S proteasome non-ATPase regulatory subunit 13",1,0,Homo sapiens
O35593,Psmd14,"26S proteasome non-ATPase regulatory subunit 14",1,0,Mus musculus
O00487,PSMD14,"26S proteasome non-ATPase regulatory subunit 14",1,0,Homo sapiens
Q9LT08,RPN11,"26S proteasome non-ATPase regulatory subunit 14 homolog",1,0,Arabidopsis thaliana
Q8VDM4,Psmd2,"26S proteasome non-ATPase regulatory subunit 2",1,0,Mus musculus
Q4KLW5,psmd2.S,"26S proteasome non-ATPase regulatory subunit 2",1,0,Xenopus laevis
Q13200,PSMD2,"26S proteasome non-ATPase regulatory subunit 2",5,0,Homo sapiens
Q9SIV2,RPN1A,"26S proteasome non-ATPase regulatory subunit 2 homolog A",1,0,Arabidopsis thaliana
O43242,PSMD3,"26S proteasome non-ATPase regulatory subunit 3",2,0,Homo sapiens
Q9LNU4,RPN3A,"26S proteasome non-ATPase regulatory subunit 3 homolog A",1,0,Arabidopsis thaliana
P55036,PSMD4,"26S proteasome non-ATPase regulatory subunit 4",1,0,Homo sapiens
Q4V845,psmd4.S,"26S proteasome non-ATPase regulatory subunit 4",1,0,Xenopus laevis
P55034,RPN10,"26S proteasome non-ATPase regulatory subunit 4 homolog",1,0,Arabidopsis thaliana
Q16401,PSMD5,"26S proteasome non-ATPase regulatory subunit 5",1,0,Homo sapiens
Q15008,PSMD6,"26S proteasome non-ATPase regulatory subunit 6",1,0,Homo sapiens
Q93Y35,RPN7,"26S proteasome non-ATPase regulatory subunit 6 homolog",1,0,Arabidopsis thaliana
P51665,PSMD7,"26S proteasome non-ATPase regulatory subunit 7",1,0,Homo sapiens
P62191,PSMC1,"26S proteasome regulatory subunit 4",1,0,Homo sapiens
P62192,Psmc1,"26S proteasome regulatory subunit 4",1,0,Mus musculus
P33297,RPT5,"26S proteasome regulatory subunit 6A",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P17980,PSMC3,"26S proteasome regulatory subunit 6A",3,0,Homo sapiens
R4GNH3,PSMC3,"26S proteasome regulatory subunit 6A",1,0,Homo sapiens
O04019,RPT5B,"26S proteasome regulatory subunit 6A homolog B",1,0,Arabidopsis thaliana
Q9SSB5,RPT1A,"26S proteasome regulatory subunit 7 homolog A",1,0,Arabidopsis thaliana
P46470,psmc5,"26S proteasome regulatory subunit 8",1,0,Xenopus laevis
P62195,PSMC5,"26S proteasome regulatory subunit 8",2,0,Homo sapiens
P87048,rpn1,"26S proteasome regulatory subunit rpn1",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P38764,RPN1,"26S proteasome regulatory subunit RPN1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q7ZX92,psmd14.S,"26S proteasome regulatory subunit RPN11",1,0,Xenopus laevis
P40016,RPN3,"26S proteasome regulatory subunit RPN3",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9MAK9,RPT4B,"26S proteasome regulatory subunit S10B homolog B",1,0,Arabidopsis thaliana
Q13442,PDAP1,"28 kDa heat- and acid-stable phosphoprotein",1,0,Homo sapiens
P82914,MRPS15,"28S ribosomal protein S15, mitochondrial",1,0,Homo sapiens
Q92552,MRPS27,"28S ribosomal protein S27, mitochondrial",2,0,Homo sapiens
Q92665,MRPS31,"28S ribosomal protein S31, mitochondrial",1,0,Homo sapiens
Q9CQX8,Mrps36,"28S ribosomal protein S36, mitochondrial",1,0,Mus musculus
P82909,MRPS36,"28S ribosomal protein S36, mitochondrial",1,0,Homo sapiens
Q9Y2R9,MRPS7,"28S ribosomal protein S7, mitochondrial",1,0,Homo sapiens
P82933,MRPS9,"28S ribosomal protein S9, mitochondrial",1,0,Homo sapiens
Q96P11,NSUN5,"28S rRNA (cytosine-C(5))-methyltransferase",1,0,Homo sapiens
Q43349,CP29A,"29 kDa ribonucleoprotein, chloroplastic",1,0,Arabidopsis thaliana
Q96291,BAS1,"2-Cys peroxiredoxin BAS1, chloroplastic",1,0,Arabidopsis thaliana
Q9C5R8,At5g06290,"2-Cys peroxiredoxin BAS1-like, chloroplastic",1,0,Arabidopsis thaliana
Q9LF46,HACL,"2-hydroxyacyl-CoA lyase",1,0,Arabidopsis thaliana
Q6NTT0,rida.L,"2-iminobutanoate/2-iminopropanoate deaminase",1,0,Xenopus laevis
P06208,LEU4,"2-isopropylmalate synthase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q7Z2D5,PLPPR4,"2-lysophosphatidate phosphatase PLPPR4",1,0,Homo sapiens
Q7TME0,Plppr4,"2-lysophosphatidate phosphatase PLPPR4",1,0,Mus musculus
Q9LY74,VTE3,"2-methyl-6-phytyl-1,4-hydroquinone methyltransferase, chloroplastic",1,0,Arabidopsis thaliana
Q9ULD0,OGDHL,"2-oxoglutarate dehydrogenase-like, mitochondrial",2,0,Homo sapiens
Q60597,Ogdh,"2-oxoglutarate dehydrogenase, mitochondrial",1,0,Mus musculus
Q02218,OGDH,"2-oxoglutarate dehydrogenase, mitochondrial",2,0,Homo sapiens
D3ZRT2,Eno4,"2-phospho-D-glycerate hydro-lyase",1,0,Rattus norvegicus
Q8VYM4,PSRP2,"30S ribosomal protein 2, chloroplastic",1,0,Arabidopsis thaliana
Q93VC7,RPS1,"30S ribosomal protein S1, chloroplastic",1,0,Arabidopsis thaliana
P93014,rps5,"30S ribosomal protein S5, chloroplastic",1,0,Arabidopsis thaliana
Q8L6Z4,RPS9M,"30S ribosomal protein S9, mitochondrial",1,0,Arabidopsis thaliana
Q04836,CP31A,"31 kDa ribonucleoprotein, chloroplastic",1,0,Arabidopsis thaliana
O41949,GAMMAHV.ORF33,"33 protein",0,0,Murid herpesvirus 4
Q8IV48,ERI1,"3'-5' exoribonuclease 1",1,0,Homo sapiens
Q9H6S0,YTHDC2,"3'-5' RNA helicase YTHDC2",2,0,Homo sapiens
B2RR83,Ythdc2,"3'-5' RNA helicase YTHDC2",3,0,Mus musculus
Q9Y3B7,MRPL11,"39S ribosomal protein L11, mitochondrial",1,0,Homo sapiens
P52815,MRPL12,"39S ribosomal protein L12, mitochondrial",1,0,Homo sapiens
Q9NRX2,MRPL17,"39S ribosomal protein L17, mitochondrial",1,0,Homo sapiens
P49406,MRPL19,"39S ribosomal protein L19, mitochondrial",1,0,Homo sapiens
Q9BYC9,MRPL20,"39S ribosomal protein L20, mitochondrial",1,0,Homo sapiens
P09001,MRPL3,"39S ribosomal protein L3, mitochondrial",1,0,Homo sapiens
Q8N983,MRPL43,"39S ribosomal protein L43, mitochondrial",1,0,Homo sapiens
Q9HD33,MRPL47,"39S ribosomal protein L47, mitochondrial",2,0,Homo sapiens
Q9BYD3,MRPL4,"39S ribosomal protein L4, mitochondrial",1,0,Homo sapiens
P0A6Q6,fabZ,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ",1,0,Escherichia coli (strain K12)
Q99714,HSD17B10,"3-hydroxyacyl-CoA dehydrogenase type-2",2,0,Homo sapiens
Q5XGV0,hibadh.L,"3-hydroxyisobutyrate dehydrogenase",1,0,Xenopus laevis
Q8RXN4,At4g31810,"3-hydroxyisobutyryl-CoA hydrolase-like protein 2, mitochondrial",1,0,Arabidopsis thaliana
Q6NVY1,HIBCH,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",2,0,Homo sapiens
P07264,LEU1,"3-isopropylmalate dehydratase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q94AR8,IIL1,"3-isopropylmalate dehydratase large subunit, chloroplastic",1,0,Arabidopsis thaliana
Q9ZW85,SSU1,"3-isopropylmalate dehydratase small subunit 1",1,0,Arabidopsis thaliana
Q9SA14,IMDH3,"3-isopropylmalate dehydrogenase 3, chloroplastic",1,0,Arabidopsis thaliana
Q8LF48,KAT1,"3-ketoacyl-CoA thiolase 1, peroxisomal",1,0,Arabidopsis thaliana
Q56WD9,PED1,"3-ketoacyl-CoA thiolase 2, peroxisomal",1,0,Arabidopsis thaliana
P09110,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",2,0,Homo sapiens
O55028,Bckdk,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",1,0,Mus musculus
O14874,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",1,0,Homo sapiens
O82357,KPHMT1,"3-methyl-2-oxobutanoate hydroxymethyltransferase 1, mitochondrial",1,0,Arabidopsis thaliana
P33207,At1g24360,"3-oxoacyl-[acyl-carrier-protein] reductase, chloroplastic",1,0,Arabidopsis thaliana
P52410,KAS1,"3-oxoacyl-[acyl-carrier-protein] synthase I, chloroplastic",1,0,Arabidopsis thaliana
Q9Z2A0,Pdpk1,"3-phosphoinositide-dependent protein kinase 1",1,0,Mus musculus
Q9FVP6,F27K7.11,"3-phosphoshikimate 1-carboxyvinyltransferase",1,0,Arabidopsis thaliana
P05466,At2g45300,"3-phosphoshikimate 1-carboxyvinyltransferase, chloroplastic",1,0,Arabidopsis thaliana
Q9LX13,At5g10160,"(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase",1,0,Arabidopsis thaliana
Q9SIE3,At2g22230,"(3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase",1,0,Arabidopsis thaliana
P32905,RPS0A,"40S ribosomal protein S0-A",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P46783,RPS10,"40S ribosomal protein S10",2,0,Homo sapiens
Q08745,RPS10A,"40S ribosomal protein S10-A",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q3T0V4,RPS11,"40S ribosomal protein S11",1,0,Bos taurus
P41115,rps11,"40S ribosomal protein S11",1,0,Xenopus laevis
P62282,Rps11,"40S ribosomal protein S11",1,0,Rattus norvegicus
P62280,RPS11,"40S ribosomal protein S11",4,0,Homo sapiens
P62281,Rps11,"40S ribosomal protein S11",1,0,Mus musculus
P42733,RPS11C,"40S ribosomal protein S11-3",1,0,Arabidopsis thaliana
Q76I81,RPS12,"40S ribosomal protein S12",1,0,Bos taurus
P48589,RPS12,"40S ribosomal protein S12",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P25398,RPS12,"40S ribosomal protein S12",2,0,Homo sapiens
Q9S9P1,RPS12A,"40S ribosomal protein S12-1",1,0,Arabidopsis thaliana
Q9SKZ3,RPS12C,"40S ribosomal protein S12-2",1,0,Arabidopsis thaliana
P62277,RPS13,"40S ribosomal protein S13",4,0,Homo sapiens
F6Q5P0,RPS13,"40S ribosomal protein S13",1,0,Sus scrofa
Q56JX8,RPS13,"40S ribosomal protein S13",1,0,Bos taurus
P49393,rps13,"40S ribosomal protein S13",1,0,Xenopus laevis
P59223,RPS13A,"40S ribosomal protein S13-1",1,0,Arabidopsis thaliana
P59224,RPS13B,"40S ribosomal protein S13-2",1,0,Arabidopsis thaliana
P62263,RPS14,"40S ribosomal protein S14",3,0,Homo sapiens
P62264,Rps14,"40S ribosomal protein S14",3,0,Mus musculus
Q9SIH0,RPS14A,"40S ribosomal protein S14-1",1,0,Arabidopsis thaliana
Q9CAX6,RPS14B,"40S ribosomal protein S14-2",1,0,Arabidopsis thaliana
P39516,RPS14B,"40S ribosomal protein S14-B",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P62843,Rps15,"40S ribosomal protein S15",1,0,Mus musculus
P62841,RPS15,"40S ribosomal protein S15",2,0,Homo sapiens
P20342,rps15,"40S ribosomal protein S15",1,0,Xenopus laevis
Q9FY64,RPS15D,"40S ribosomal protein S15-4",1,0,Arabidopsis thaliana
I3L3P7,RPS15A,"40S ribosomal protein S15a",1,0,Homo sapiens
P62244,RPS15A,"40S ribosomal protein S15a",4,0,Homo sapiens
P62245,Rps15a,"40S ribosomal protein S15a",2,0,Mus musculus
Q4QR44,rps15a.S,"40S ribosomal protein S15a",1,0,Xenopus laevis
P42798,RPS15AF,"40S ribosomal protein S15a-1",1,0,Arabidopsis thaliana
P62249,RPS16,"40S ribosomal protein S16",4,0,Homo sapiens
P14131,Rps16,"40S ribosomal protein S16",1,0,Mus musculus
Q9SK22,RPS16A,"40S ribosomal protein S16-1",1,0,Arabidopsis thaliana
Q9M8X9,RPS16B,"40S ribosomal protein S16-2",1,0,Arabidopsis thaliana
Q42340,RPS16C,"40S ribosomal protein S16-3",1,0,Arabidopsis thaliana
Q6GNF4,rps17.L,"40S ribosomal protein S17",1,0,Xenopus laevis
A0A140T832,RPS17,"40S ribosomal protein S17",1,0,Bos taurus
P63276,Rps17,"40S ribosomal protein S17",1,0,Mus musculus
P08708,RPS17,"40S ribosomal protein S17",2,0,Homo sapiens
P49205,RPS17A,"40S ribosomal protein S17-1",1,0,Arabidopsis thaliana
Q9SJ36,RPS17B,"40S ribosomal protein S17-2",1,0,Arabidopsis thaliana
P62270,Rps18,"40S ribosomal protein S18",1,0,Mus musculus
P34788,RPS18C,"40S ribosomal protein S18",1,0,Arabidopsis thaliana
Q6NTT2,rps18.L,"40S ribosomal protein S18",1,0,Xenopus laevis
P62269,RPS18,"40S ribosomal protein S18",4,0,Homo sapiens
P39019,RPS19,"40S ribosomal protein S19",4,0,Homo sapiens
Q9CZX8,Rps19,"40S ribosomal protein S19",1,0,Mus musculus
Q6PHL6,rps19.S,"40S ribosomal protein S19",1,0,Xenopus laevis
Q9SGA6,RPS19A,"40S ribosomal protein S19-1",1,0,Arabidopsis thaliana
Q9LF30,RPS19B,"40S ribosomal protein S19-2",1,0,Arabidopsis thaliana
P25444,Rps2,"40S ribosomal protein S2",1,0,Mus musculus
P25443,RPS2,"40S ribosomal protein S2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P15880,RPS2,"40S ribosomal protein S2",3,0,Homo sapiens
Q7T0R9,rps2.L,"40S ribosomal protein S2",1,0,Xenopus laevis
P23403,rps20,"40S ribosomal protein S20",1,0,Xenopus laevis
P60866,RPS20,"40S ribosomal protein S20",1,0,Homo sapiens
P60867,Rps20,"40S ribosomal protein S20",1,0,Mus musculus
P49200,RPS20C,"40S ribosomal protein S20-1",1,0,Arabidopsis thaliana
Q9STY6,RPS20B,"40S ribosomal protein S20-2",1,0,Arabidopsis thaliana
A8IXG3,RPS21,"40S ribosomal protein S21",1,0,Chlamydomonas reinhardtii
Q3E7Y3,RPS22B,"40S ribosomal protein S22-B",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P49688,RPS2C,"40S ribosomal protein S2-3",1,0,Arabidopsis thaliana
P62266,RPS23,"40S ribosomal protein S23",3,0,Homo sapiens
Q6AZL9,rps23.S,"40S ribosomal protein S23",1,0,Xenopus laevis
Q9SF35,RPS23A,"40S ribosomal protein S23-1",1,0,Arabidopsis thaliana
Q9SCM3,RPS2D,"40S ribosomal protein S2-4",1,0,Arabidopsis thaliana
P62849,Rps24,"40S ribosomal protein S24",2,0,Mus musculus
P62847,RPS24,"40S ribosomal protein S24",3,0,Homo sapiens
Q9SS17,RPS24A,"40S ribosomal protein S24-1",1,0,Arabidopsis thaliana
P62851,RPS25,"40S ribosomal protein S25",3,0,Homo sapiens
P62852,Rps25,"40S ribosomal protein S25",2,0,Mus musculus
Q6DJJ1,rps25.L,"40S ribosomal protein S25",1,0,Xenopus laevis
Q9SIW5,RPS25A,"40S ribosomal protein S25-1",1,0,Arabidopsis thaliana
Q9SIK2,RPS25B,"40S ribosomal protein S25-2",1,0,Arabidopsis thaliana
Q8GYL5,RPS25D,"40S ribosomal protein S25-3",1,0,Arabidopsis thaliana
Q9T029,RPS25E,"40S ribosomal protein S25-4",1,0,Arabidopsis thaliana
P62855,Rps26,"40S ribosomal protein S26",1,0,Mus musculus
Q6ZWU9,Rps27,"40S ribosomal protein S27",1,0,Mus musculus
P42677,RPS27,"40S ribosomal protein S27",2,0,Homo sapiens
O64650,RPS27A,"40S ribosomal protein S27-1",1,0,Arabidopsis thaliana
P62858,Rps28,"40S ribosomal protein S28",1,0,Mus musculus
P62857,RPS28,"40S ribosomal protein S28",1,0,Homo sapiens
Q56JX6,RPS28,"40S ribosomal protein S28",1,0,Bos taurus
Q9SR73,RPS28B,"40S ribosomal protein S28-1",1,0,Arabidopsis thaliana
Q3T169,RPS3,"40S ribosomal protein S3",1,0,Bos taurus
P23396,RPS3,"40S ribosomal protein S3",5,0,Homo sapiens
P62908,Rps3,"40S ribosomal protein S3",1,0,Mus musculus
A0A1L8GCW7,fau.S,"40S ribosomal protein S30",1,0,Xenopus laevis
P62861,FAU,"40S ribosomal protein S30",1,0,Homo sapiens
A0A287B5D7,LOC110261249,"40S ribosomal protein S30",1,0,Sus scrofa
P0CX34,RPS30B,"40S ribosomal protein S30-B",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q9SIP7,RPS3A,"40S ribosomal protein S3-1",1,0,Arabidopsis thaliana
Q9M339,RPS3B,"40S ribosomal protein S3-2",1,0,Arabidopsis thaliana
Q9FJA6,RPS3C,"40S ribosomal protein S3-3",1,0,Arabidopsis thaliana
P61247,RPS3A,"40S ribosomal protein S3a",3,0,Homo sapiens
Q56JV9,RPS3A,"40S ribosomal protein S3a",1,0,Bos taurus
P97351,Rps3a,"40S ribosomal protein S3a",1,0,Mus musculus
Q9CAV0,RPS3AA,"40S ribosomal protein S3a-1",1,0,Arabidopsis thaliana
Q42262,RPS3AB,"40S ribosomal protein S3a-2",1,0,Arabidopsis thaliana
Q93VH9,RPS4A,"40S ribosomal protein S4-1",1,0,Arabidopsis thaliana
Q8VYK6,RPS4D,"40S ribosomal protein S4-3",1,0,Arabidopsis thaliana
P62701,RPS4X,"40S ribosomal protein S4, X isoform",4,0,Homo sapiens
P62702,Rps4x,"40S ribosomal protein S4, X isoform",1,0,Mus musculus
P62705,RPS4X,"40S ribosomal protein S4, X isoform",1,0,Felis catus
P97461,Rps5,"40S ribosomal protein S5",1,0,Mus musculus
P46782,RPS5,"40S ribosomal protein S5",2,0,Homo sapiens
Q5E988,RPS5,"40S ribosomal protein S5",1,0,Bos taurus
Q9ZUT9,RPS5A,"40S ribosomal protein S5-1",1,0,Arabidopsis thaliana
P51427,RPS5B,"40S ribosomal protein S5-2",1,0,Arabidopsis thaliana
Q5E995,RPS6,"40S ribosomal protein S6",1,0,Bos taurus
P62754,Rps6,"40S ribosomal protein S6",1,0,Mus musculus
P62755,Rps6,"40S ribosomal protein S6",1,0,Rattus norvegicus
P62753,RPS6,"40S ribosomal protein S6",3,0,Homo sapiens
O48549,RPS6A,"40S ribosomal protein S6-1",1,0,Arabidopsis thaliana
P51430,RPS6B,"40S ribosomal protein S6-2",1,0,Arabidopsis thaliana
P62081,RPS7,"40S ribosomal protein S7",2,0,Homo sapiens
P62083,Rps7,"40S ribosomal protein S7",1,0,Rattus norvegicus
P02362,rps7,"40S ribosomal protein S7",1,0,Xenopus laevis
A6H769,RPS7,"40S ribosomal protein S7",1,0,Bos taurus
Q9C514,RPS7A,"40S ribosomal protein S7-1",1,0,Arabidopsis thaliana
Q9M885,RPS7B,"40S ribosomal protein S7-2",1,0,Arabidopsis thaliana
Q8LD03,RPS7C,"40S ribosomal protein S7-3",1,0,Arabidopsis thaliana
Q5E958,RPS8,"40S ribosomal protein S8",1,0,Bos taurus
P62242,Rps8,"40S ribosomal protein S8",3,0,Mus musculus
P62241,RPS8,"40S ribosomal protein S8",4,0,Homo sapiens
Q93VG5,RPS8A,"40S ribosomal protein S8-1",1,0,Arabidopsis thaliana
P46781,RPS9,"40S ribosomal protein S9",4,0,Homo sapiens
Q6ZWN5,Rps9,"40S ribosomal protein S9",1,0,Mus musculus
Q6GNX6,rps9.S,"40S ribosomal protein S9",1,0,Xenopus laevis
A6QLG5,RPS9,"40S ribosomal protein S9",1,0,Bos taurus
Q9LXG1,RPS9B,"40S ribosomal protein S9-1",1,0,Arabidopsis thaliana
P08865,RPSA,"40S ribosomal protein SA",4,0,Homo sapiens
Q08682,RPSaA,"40S ribosomal protein Sa-1",1,0,Arabidopsis thaliana
B7ZPG6,rps10.L,"40S ribosomal small subunit protein S10",1,0,Xenopus laevis
Q13702,RAPSN,"43 kDa receptor-associated protein of the synapse",1,0,Homo sapiens
Q84P25,4CLL2,"4-coumarate--CoA ligase-like 2",1,0,Arabidopsis thaliana
P08195,SLC3A2,"4F2 cell-surface antigen heavy chain",1,0,Homo sapiens
P10852,Slc3a2,"4F2 cell-surface antigen heavy chain",1,0,Mus musculus
