Uniprot ID,Gene Name,Name,Biomolecular condensate count,Synthetic condensate count,Species
P13861,PRKAR2A,"cAMP-dependent protein kinase type II-alpha regulatory subunit",2,0,Homo sapiens
P31324,Prkar2b,"cAMP-dependent protein kinase type II-beta regulatory subunit",1,0,Mus musculus
P31323,PRKAR2B,"cAMP-dependent protein kinase type II-beta regulatory subunit",2,0,Homo sapiens
Q6DEB4,arpp19-a,"cAMP-regulated phosphoprotein 19-A",1,0,Xenopus laevis
A8MS32,MHJ24.11,"cAMP-regulated phosphoprotein 19-related protein",1,0,Arabidopsis thaliana
Q7ZXJ1,canx.S,"Canx-prov protein",1,0,Xenopus laevis
Q922J3,Clip1,"CAP-Gly domain-containing linker protein 1",1,0,Mus musculus
Q9UDT6,CLIP2,"CAP-Gly domain-containing linker protein 2",1,0,Homo sapiens
Q9Z0H8,Clip2,"CAP-Gly domain-containing linker protein 2",1,0,Mus musculus
B9EHT4,Clip3,"CAP-Gly domain-containing linker protein 3",1,0,Mus musculus
Q96DZ5,CLIP3,"CAP-Gly domain-containing linker protein 3",2,0,Homo sapiens
E9Q3M9,Cracdl,"Capping protein-inhibiting regulator of actin-like",1,0,Mus musculus
Q14444,CAPRIN1,"Caprin-1",4,1,Homo sapiens
Q5M9G3,Caprin1,"Caprin-1",1,0,Rattus norvegicus
Q60865,Caprin1,"Caprin-1",2,0,Mus musculus
Q6IMN6,CAPRIN2,"Caprin-2",1,0,Homo sapiens
Q8IYT2,CMTR2,"Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2",1,0,Homo sapiens
P31327,CPS1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",1,0,Homo sapiens
P07258,CPA1,"Carbamoyl-phosphate synthase arginine-specific small chain",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q42601,CARB,"Carbamoyl-phosphate synthase large chain, chloroplastic",1,0,Arabidopsis thaliana
Q9LVW7,CARA,"Carbamoyl-phosphate synthase small chain, chloroplastic",1,0,Arabidopsis thaliana
Q39588,CAH3,"Carbonic anhydrase",1,0,Chlamydomonas reinhardtii
P00915,CA1,"Carbonic anhydrase 1",1,0,Homo sapiens
P00918,CA2,"Carbonic anhydrase 2",1,0,Homo sapiens
Q64444,Ca4,"Carbonic anhydrase 4",1,0,Mus musculus
P22748,CA4,"Carbonic anhydrase 4",1,0,Homo sapiens
Q16790,CA9,"Carbonic anhydrase 9",1,0,Homo sapiens
Q8N4T8,CBR4,"Carbonyl reductase family member 4",1,0,Homo sapiens
P16152,CBR1,"Carbonyl reductase [NADPH] 1",2,0,Homo sapiens
P48758,Cbr1,"Carbonyl reductase [NADPH] 1",1,0,Mus musculus
O75828,CBR3,"Carbonyl reductase [NADPH] 3",1,0,Homo sapiens
P14306,TFS1,"Carboxypeptidase Y inhibitor",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q03513,ccmM,"Carboxysome assembly protein CcmM",0,3,Synechococcus elongatus (strain PCC 7942 / FACHB-805)
P43155,CRAT,"Carnitine O-acetyltransferase",1,0,Homo sapiens
P40017,YAT2,"Carnitine O-acetyltransferase YAT2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform",1,0,Homo sapiens
Q7ZXE1,cpt2,"Carnitine O-palmitoyltransferase 2, mitochondrial",1,0,Xenopus laevis
P23786,CPT2,"Carnitine O-palmitoyltransferase 2, mitochondrial",2,0,Homo sapiens
Q9NQ79,CRTAC1,"Cartilage acidic protein 1",1,0,Homo sapiens
Q8R555,Crtac1,"Cartilage acidic protein 1",1,0,Mus musculus
Q9CAI5,CKL2,"Casein kinase 1-like protein 2",1,0,Arabidopsis thaliana
P29295,HRR25,"Casein kinase I homolog HRR25",2,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P48729,CSNK1A1,"Casein kinase I isoform alpha",4,0,Homo sapiens
Q8BK63,Csnk1a1,"Casein kinase I isoform alpha",1,0,Mus musculus
P48730,CSNK1D,"Casein kinase I isoform delta",3,0,Homo sapiens
Q9DC28,Csnk1d,"Casein kinase I isoform delta",1,0,Mus musculus
P49674,CSNK1E,"Casein kinase I isoform epsilon",2,0,Homo sapiens
Q9JMK2,Csnk1e,"Casein kinase I isoform epsilon",1,0,Mus musculus
Q60737,Csnk2a1,"Casein kinase II subunit alpha",1,0,Mus musculus
E7EU96,CSNK2A1,"Casein kinase II subunit alpha",1,0,Homo sapiens
P68400,CSNK2A1,"Casein kinase II subunit alpha",4,1,Homo sapiens
P19784,CSNK2A2,"Casein kinase II subunit alpha'",4,0,Homo sapiens
O54833,Csnk2a2,"Casein kinase II subunit alpha'",1,0,Mus musculus
Q08467,CKA1,"Casein kinase II subunit alpha-1",1,0,Arabidopsis thaliana
Q08466,CKA2,"Casein kinase II subunit alpha-2",1,0,Arabidopsis thaliana
O64816,CKA4,"Casein kinase II subunit alpha-4, chloroplastic",1,0,Arabidopsis thaliana
Q91398,csnk2b,"Casein kinase II subunit beta",1,0,Danio rerio
Q5SRQ6,CSNK2B,"Casein kinase II subunit beta",1,0,Homo sapiens
P67868,CSNK2B,"Casein kinase II subunit beta",1,0,Bos taurus
P67870,CSNK2B,"Casein kinase II subunit beta",1,0,Homo sapiens
P67874,Csnk2b,"Casein kinase II subunit beta",1,0,Rattus norvegicus
Q8WXD9,CASKIN1,"Caskin-1",1,0,Homo sapiens
Q6P9K8,Caskin1,"Caskin-1",1,0,Mus musculus
Q9UKL3,CASP8AP2,"CASP8-associated protein 2",2,0,Homo sapiens
P29594,Casp2,"Caspase-2",1,0,Mus musculus
P42574,CASP3,"Caspase-3",2,0,Homo sapiens
P55210,CASP7,"Caspase-7",1,0,Homo sapiens
A0A1P8AWT7,CAT3,"Catalase",1,0,Arabidopsis thaliana
P04040,CAT,"Catalase",1,0,Homo sapiens
Q96528,CAT1,"Catalase-1",1,0,Arabidopsis thaliana
P25819,CAT2,"Catalase-2",1,0,Arabidopsis thaliana
P21964,COMT,"Catechol O-methyltransferase",1,0,Homo sapiens
P35221,CTNNA1,"Catenin alpha-1",1,0,Homo sapiens
P26231,Ctnna1,"Catenin alpha-1",1,0,Mus musculus
P26232,CTNNA2,"Catenin alpha-2",2,0,Homo sapiens
Q61301,Ctnna2,"Catenin alpha-2",1,0,Mus musculus
P35222,CTNNB1,"Catenin beta-1",5,0,Homo sapiens
Q02248,Ctnnb1,"Catenin beta-1",2,0,Mus musculus
C9JZR2,CTNND1,"Catenin delta 1",1,0,Homo sapiens
P30999,Ctnnd1,"Catenin delta-1",1,0,Mus musculus
O60716,CTNND1,"Catenin delta-1",3,0,Homo sapiens
O35927,Ctnnd2,"Catenin delta-2",1,0,Mus musculus
Q9UQB3,CTNND2,"Catenin delta-2",1,0,Homo sapiens
P00787,Ctsb,"Cathepsin B",1,0,Rattus norvegicus
Q94K85,CATHB3,"Cathepsin B-like protease 3",1,0,Arabidopsis thaliana
Q7T0N7,ctsc.L,"Cathepsin C",1,0,Xenopus laevis
Q52KV1,ctsd.S,"Cathepsin D",1,0,Xenopus laevis
P18242,Ctsd,"Cathepsin D",1,0,Mus musculus
P11717,IGF2R,"Cation-independent mannose-6-phosphate receptor",1,0,Homo sapiens
Q6NZI2,CAVIN1,"Caveolae-associated protein 1",0,1,Homo sapiens
Q03135,CAV1,"Caveolin-1",0,1,Homo sapiens
Q94K71,CBBY,"CBBY-like protein",1,0,Arabidopsis thaliana
Q93VD3,CIPK23,"CBL-interacting serine/threonine-protein kinase 23",1,0,Arabidopsis thaliana
Q84VQ3,CIPK26,"CBL-interacting serine/threonine-protein kinase 26",1,0,Arabidopsis thaliana
Q9LEV3,CBSX3,"CBS domain-containing protein CBSX3, mitochondrial",1,0,Arabidopsis thaliana
Q2TAV5,ilf3.S,"CBTF122 protein",1,0,Xenopus laevis
F4IDC2,EDA25,"CCAAT-binding factor",1,0,Arabidopsis thaliana
P49715,CEBPA,"CCAAT/enhancer-binding protein alpha",1,0,Homo sapiens
P17676,CEBPB,"CCAAT/enhancer-binding protein beta",1,0,Homo sapiens
F1MHM7,CEBPZ,"CCAAT enhancer binding protein zeta",1,0,Bos taurus
Q03701,CEBPZ,"CCAAT/enhancer-binding protein zeta",2,0,Homo sapiens
P51679,CCR4,"C-C chemokine receptor type 4",1,0,Homo sapiens
G5EC86,oma-1,"CCCH-type zinc finger protein oma-1",1,0,Caenorhabditis elegans
Q23359,oma-2,"CCCH-type zinc finger protein oma-2",1,0,Caenorhabditis elegans
O74874,ccr4,"CCR4-Not complex 3'-5'-exoribonuclease subunit Ccr4",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
A5YKK6,CNOT1,"CCR4-NOT transcription complex subunit 1",3,0,Homo sapiens
Q9H9A5,CNOT10,"CCR4-NOT transcription complex subunit 10",2,0,Homo sapiens
Q9UKZ1,CNOT11,"CCR4-NOT transcription complex subunit 11",2,0,Homo sapiens
Q9NZN8,CNOT2,"CCR4-NOT transcription complex subunit 2",2,0,Homo sapiens
O75175,CNOT3,"CCR4-NOT transcription complex subunit 3",2,0,Homo sapiens
O95628,CNOT4,"CCR4-NOT transcription complex subunit 4",2,0,Homo sapiens
Q9ULM6,CNOT6,"CCR4-NOT transcription complex subunit 6",2,0,Homo sapiens
Q96LI5,CNOT6L,"CCR4-NOT transcription complex subunit 6-like",2,0,Homo sapiens
Q9UIV1,CNOT7,"CCR4-NOT transcription complex subunit 7",2,0,Homo sapiens
Q17345,ccf-1,"CCR4-NOT transcription complex subunit 7",1,0,Caenorhabditis elegans
Q9UFF9,CNOT8,"CCR4-NOT transcription complex subunit 8",2,0,Homo sapiens
Q92600,CNOT9,"CCR4-NOT transcription complex subunit 9",2,0,Homo sapiens
Q6NTQ5,tcp1.S,"CCT-alpha",1,0,Xenopus laevis
Q8AVB7,cct2.S,"CCT-beta",1,0,Xenopus laevis
Q7ZTM0,cct5.S,"CCT-epsilon",1,0,Xenopus laevis
Q7ZTL5,cct8.L,"CCT-theta",1,0,Xenopus laevis
Q9Y5K6,CD2AP,"CD2-associated protein",2,0,Homo sapiens
P09326,CD48,"CD48 antigen",2,0,Homo sapiens
P13987,CD59,"CD59 glycoprotein",1,0,Homo sapiens
P60033,CD81,"CD81 antigen",1,0,Homo sapiens
P21926,CD9,"CD9 antigen",1,0,Homo sapiens
Q9H3Q1,CDC42EP4,"Cdc42 effector protein 4",1,0,Homo sapiens
Q15642,TRIP10,"Cdc42-interacting protein 4",1,0,Homo sapiens
Q91WS0,Cisd1,"CDGSH iron-sulfur domain-containing protein 1",1,0,Mus musculus
Q9NZ45,CISD1,"CDGSH iron-sulfur domain-containing protein 1",1,0,Homo sapiens
Q8N5K1,CISD2,"CDGSH iron-sulfur domain-containing protein 2",1,0,Homo sapiens
B1AR13,Cisd3,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial",1,0,Mus musculus
Q96SN8,CDK5RAP2,"CDK5 regulatory subunit-associated protein 2",1,0,Homo sapiens
Q8K389,Cdk5rap2,"CDK5 regulatory subunit-associated protein 2",1,0,Mus musculus
Q96JB5,CDK5RAP3,"CDK5 regulatory subunit-associated protein 3",2,0,Homo sapiens
Q9NXV6,CDKN2AIP,"CDKN2A-interacting protein",1,0,Homo sapiens
Q9NYH0,CDKN2AIP,"CDKN2A-interacting protein",1,0,Homo sapiens
Q8N220,SFRS2,"cDNA FLJ36307 fis, clone THYMU2004906, moderately similar to SPLICING FACTOR, ARGININE/SERINE-RICH 2",1,0,Homo sapiens
B4DQF0,IRF1,"cDNA FLJ52019, moderately similar to Interferon regulatory factor 1",1,0,Homo sapiens
B7Z5C0,,"cDNA FLJ52352, highly similar to DnaJ homolog subfamily A member 1",1,0,Homo sapiens
B4DUC5,,"cDNA FLJ53202, highly similar to Exportin-2",1,0,Homo sapiens
B7Z4B8,HNRNPUL1,"cDNA FLJ56481, highly similar to Heterogeneous nuclear ribonucleoprotein U-like protein 1",1,0,Homo sapiens
Q8VDP6,Cdipt,"CDP-diacylglycerol--inositol 3-phosphatidyltransferase",1,0,Mus musculus
Q9FIM9,CRK4,"CDPK-related kinase 4",1,0,Arabidopsis thaliana
Q8R464,Cadm4,"Cell adhesion molecule 4",1,0,Mus musculus
Q8N163,CCAR2,"Cell cycle and apoptosis regulator protein 2",2,0,Homo sapiens
G3V153,CAPRIN1,"Cell cycle associated protein 1",1,0,Homo sapiens
Q99638,RAD9A,"Cell cycle checkpoint control protein RAD9A",0,1,Homo sapiens
O75943,RAD17,"Cell cycle checkpoint protein RAD17",1,0,Homo sapiens
Q8VEK0,Tmem30a,"Cell cycle control protein 50A",1,0,Mus musculus
Q8N111,CEND1,"Cell cycle exit and neuronal differentiation protein 1",1,0,Homo sapiens
Q9JKC6,Cend1,"Cell cycle exit and neuronal differentiation protein 1",1,0,Mus musculus
P22204,DBF2,"Cell cycle protein kinase DBF2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P32562,CDC5,"Cell cycle serine/threonine-protein kinase CDC5/MSD2",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P0CAW8,ctrA,"Cell cycle transcriptional regulator CtrA",1,0,Caulobacter vibrioides (strain ATCC 19089 / CB15)
B8H358,ctrA,"Cell cycle transcriptional regulator CtrA",1,0,Caulobacter vibrioides (strain NA1000 / CB15N)
Q9VSM9,Cdc6,"Cell division control protein",0,2,Drosophila melanogaster
P36589,cdc14,"Cell division control protein 14",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P27636,CDC15,"Cell division control protein 15",2,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P36618,cdc16,"Cell division control protein 16",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P06704,CDC31,"Cell division control protein 31",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P07834,CDC4,"Cell division control protein 4",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P60766,Cdc42,"Cell division control protein 42 homolog",2,0,Mus musculus
P60953,CDC42,"Cell division control protein 42 homolog",1,0,Homo sapiens
P54609,CDC48A,"Cell division control protein 48 homolog A",1,0,Arabidopsis thaliana
Q9SCN8,CDC48D,"Cell division control protein 48 homolog D",1,0,Arabidopsis thaliana
Q9LZF6,CDC48E,"Cell division control protein 48 homolog E",1,0,Arabidopsis thaliana
Q12018,CDC53,"Cell division control protein 53",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P41892,cdc7,"Cell division control protein 7",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
P11927,KAR1,"Cell division control protein KAR1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
Q99459,CDC5L,"Cell division cycle 5-like protein",3,0,Homo sapiens
P92948,CDC5,"Cell division cycle 5-like protein",1,0,Arabidopsis thaliana
Q8IX12,CCAR1,"Cell division cycle and apoptosis regulator protein 1",2,0,Homo sapiens
Q9BXL8,CDCA4,"Cell division cycle-associated protein 4",1,0,Homo sapiens
Q13042,CDC16,"Cell division cycle protein 16 homolog",1,0,Homo sapiens
Q9JJ66,Cdc20,"Cell division cycle protein 20 homolog",1,0,Mus musculus
Q12834,CDC20,"Cell division cycle protein 20 homolog",1,0,Homo sapiens
P30260,CDC27,"Cell division cycle protein 27 homolog",1,0,Homo sapiens
P0A9A6,ftsZ,"Cell division protein FtsZ",2,2,Escherichia coli (strain K12)
Q10719,fus1,"Cell fusion protein fus1",1,0,Schizosaccharomyces pombe (strain 972 / ATCC 24843)
Q08288,Lyar,"Cell growth-regulating nucleolar protein",1,0,Mus musculus
Q9NX58,LYAR,"Cell growth-regulating nucleolar protein",2,0,Homo sapiens
P40468,TAO3,"Cell morphogenesis protein PAG1",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P62633,CNBP,"Cellular nucleic acid-binding protein",1,0,Homo sapiens
P53996,Cnbp,"Cellular nucleic acid-binding protein",1,0,Mus musculus
P29762,CRABP1,"Cellular retinoic acid-binding protein 1",1,0,Homo sapiens
P04637,TP53,"Cellular tumor antigen p53",5,2,Homo sapiens
Q06851,cipA,"Cellulosomal-scaffolding protein A",0,1,Hungateiclostridium thermocellum (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372)
A2AM05,Cntln,"Centlein",1,0,Mus musculus
Q9NXG0,CNTLN,"Centlein",1,0,Homo sapiens
P41209,Cetn1,"Centrin-1",1,0,Mus musculus
Q12798,CETN1,"Centrin-1",1,0,Homo sapiens
P41208,CETN2,"Centrin-2",1,0,Homo sapiens
Q9R1K9,Cetn2,"Centrin-2",1,0,Mus musculus
O35648,Cetn3,"Centrin-3",1,0,Mus musculus
O15182,CETN3,"Centrin-3",1,0,Homo sapiens
Q8K4K1,Cetn4,"Centrin-4",1,0,Mus musculus
Q2PDW6,Cp110,"Centriolar coiled coil protein 110kDa, isoform H",1,0,Drosophila melanogaster
O43303,CCP110,"Centriolar coiled-coil protein of 110 kDa",2,0,Homo sapiens
Q8QZT2,Ccsap,"Centriole, cilia and spindle-associated protein",1,0,Mus musculus
Q6IQ19,CCSAP,"Centriole, cilia and spindle-associated protein",1,0,Homo sapiens
A2AL36,Cntrl,"Centriolin",1,0,Mus musculus
Q7Z7A1,CNTRL,"Centriolin",2,0,Homo sapiens
Q8N137,CNTROB,"Centrobin",1,0,Homo sapiens
Q9VIK6,Cen,"Centrocortin, isoform A",1,0,Drosophila melanogaster
P49454,CENPF,"Centromere protein F",1,0,Homo sapiens
Q9HC77,CENPJ,"Centromere protein J",1,0,Homo sapiens
Q9CXS4,Cenpv,"Centromere protein V",1,0,Mus musculus
Q5EE01,CENPW,"Centromere protein W",1,0,Homo sapiens
M9MSL4,Cep135,"Centrosomal protein 135kDa, isoform B",1,0,Drosophila melanogaster
Q96NB1,CEP20,"Centrosomal protein 20",1,0,Homo sapiens
O95684,CEP43,"Centrosomal protein 43",1,0,Homo sapiens
Q2M2Z5,KIZ,"Centrosomal protein kizuna",1,0,Homo sapiens
O60308,CEP104,"Centrosomal protein of 104 kDa",1,0,Homo sapiens
Q8N8E3,CEP112,"Centrosomal protein of 112 kDa",1,0,Homo sapiens
Q7TSG1,Cep120,"Centrosomal protein of 120 kDa",1,0,Mus musculus
Q8N960,CEP120,"Centrosomal protein of 120 kDa",1,0,Homo sapiens
Q6ZU80,CEP128,"Centrosomal protein of 128 kDa",2,0,Homo sapiens
Q9UPN4,CEP131,"Centrosomal protein of 131 kDa",1,0,Homo sapiens
Q66GS9,CEP135,"Centrosomal protein of 135 kDa",2,0,Homo sapiens
Q6P5D4,Cep135,"Centrosomal protein of 135 kDa",1,0,Mus musculus
O94986,CEP152,"Centrosomal protein of 152 kDa",2,2,Homo sapiens
A2AUM9,Cep152,"Centrosomal protein of 152 kDa",0,1,Mus musculus
Q5TB80,CEP162,"Centrosomal protein of 162 kDa",1,0,Homo sapiens
Q9UPV0,CEP164,"Centrosomal protein of 164 kDa",1,0,Homo sapiens
Q6A065,Cep170,"Centrosomal protein of 170 kDa",2,0,Mus musculus
Q5SW79,CEP170,"Centrosomal protein of 170 kDa",1,0,Homo sapiens
Q9Y4F5,CEP170B,"Centrosomal protein of 170 kDa protein B",1,0,Homo sapiens
Q80U49,Cep170b,"Centrosomal protein of 170 kDa protein B",1,0,Mus musculus
Q8TEP8,CEP192,"Centrosomal protein of 192 kDa",3,0,Homo sapiens
Q96LK0,CEP19,"Centrosomal protein of 19 kDa",1,0,Homo sapiens
O15078,CEP290,"Centrosomal protein of 290 kDa",1,0,Homo sapiens
Q6A078,Cep290,"Centrosomal protein of 290 kDa",1,0,Mus musculus
Q9C0D2,CEP295,"Centrosomal protein of 295 kDa",1,0,Homo sapiens
Q9BYV8,CEP41,"Centrosomal protein of 41 kDa",1,0,Homo sapiens
Q9C0F1,CEP44,"Centrosomal protein of 44 kDa",1,0,Homo sapiens
Q53EZ4,CEP55,"Centrosomal protein of 55 kDa",1,0,Homo sapiens
Q86XR8,CEP57,"Centrosomal protein of 57 kDa",1,0,Homo sapiens
Q96MT8,CEP63,"Centrosomal protein of 63 kDa",3,0,Homo sapiens
Q76N32,CEP68,"Centrosomal protein of 68 kDa",1,0,Homo sapiens
Q8NHQ1,CEP70,"Centrosomal protein of 70 kDa",1,0,Homo sapiens
Q9P209,CEP72,"Centrosomal protein of 72 kDa",1,0,Homo sapiens
Q8TAP6,CEP76,"Centrosomal protein of 76 kDa",1,0,Homo sapiens
Q5JTW2,CEP78,"Centrosomal protein of 78 kDa",1,0,Homo sapiens
Q9Y592,CEP83,"Centrosomal protein of 83 kDa",1,0,Homo sapiens
Q6P2H3,CEP85,"Centrosomal protein of 85 kDa",3,0,Homo sapiens
Q5SZL2,CEP85L,"Centrosomal protein of 85 kDa-like",1,0,Homo sapiens
Q96ST8,CEP89,"Centrosomal protein of 89 kDa",1,0,Homo sapiens
Q96GE4,CEP95,"Centrosomal protein of 95 kDa",1,0,Homo sapiens
Q8NA72,POC5,"Centrosomal protein POC5",1,0,Homo sapiens
Q1MSJ5,CSPP1,"Centrosome and spindle pole-associated protein 1",2,0,Homo sapiens
Q5VT06,CEP350,"Centrosome-associated protein 350",1,0,Homo sapiens
Q9BV73,CEP250,"Centrosome-associated protein CEP250",4,0,Homo sapiens
P54623,cnn,"Centrosomin",2,0,Drosophila melanogaster
Q49MI3,CERKL,"Ceramide kinase-like protein",1,0,Homo sapiens
P00450,CP,"Ceruloplasmin",1,0,Homo sapiens
O00408,PDE2A,"cGMP-dependent 3',5'-cyclic phosphodiesterase",1,0,Homo sapiens
Q61410,Prkg2,"cGMP-dependent protein kinase 2",1,0,Mus musculus
Q14432,PDE3A,"cGMP-inhibited 3',5'-cyclic phosphodiesterase A",1,0,Homo sapiens
P53865,CNM67,"Chaotic nuclear migration protein 67",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
P63284,clpB,"Chaperone protein ClpB",1,0,Escherichia coli (strain K12)
Q6F2Y7,CLPB1,"Chaperone protein ClpB1",1,0,Oryza sativa subsp. japonica
Q9SXJ7,CLPC2,"Chaperone protein ClpC2, chloroplastic",1,0,Arabidopsis thaliana
P42825,ATJ2,"Chaperone protein dnaJ 2",1,0,Arabidopsis thaliana
Q94AW8,ATJ3,"Chaperone protein dnaJ 3",1,0,Arabidopsis thaliana
Q9FL54,ATJ6,"Chaperone protein dnaJ 6",1,0,Arabidopsis thaliana
Q8GWW8,GFA2,"Chaperone protein dnaJ GFA2, mitochondrial",1,0,Arabidopsis thaliana
P0A6Y8,dnaK,"Chaperone protein DnaK",1,0,Escherichia coli (strain K12)
F4JQ55,SHD,"Chaperone protein htpG family protein",1,0,Arabidopsis thaliana
P21238,CPN60A1,"Chaperonin 60 subunit alpha 1, chloroplastic",1,0,Arabidopsis thaliana
P21240,CPN60B1,"Chaperonin 60 subunit beta 1, chloroplastic",1,0,Arabidopsis thaliana
Q9LJE4,CPN60B2,"Chaperonin 60 subunit beta 2, chloroplastic",1,0,Arabidopsis thaliana
C0Z361,CPN60B3,"Chaperonin 60 subunit beta 3, chloroplastic",1,0,Arabidopsis thaliana
Q8L7B5,At2g33210,"Chaperonin CPN60-like 1, mitochondrial",1,0,Arabidopsis thaliana
Q93ZM7,At3g13860,"Chaperonin CPN60-like 2, mitochondrial",1,0,Arabidopsis thaliana
P29197,CPN60,"Chaperonin CPN60, mitochondrial",1,0,Arabidopsis thaliana
Q9U540,BiP,"Chaperonin protein BiP",1,0,Toxoplasma gondii
Q9HD42,CHMP1A,"Charged multivesicular body protein 1a",1,0,Homo sapiens
Q921W0,Chmp1a,"Charged multivesicular body protein 1a",1,0,Mus musculus
Q9DB34,Chmp2a,"Charged multivesicular body protein 2a",1,0,Mus musculus
Q9Y3E7,CHMP3,"Charged multivesicular body protein 3",1,0,Homo sapiens
Q9H444,CHMP4B,"Charged multivesicular body protein 4b",1,0,Homo sapiens
Q5XGW6,chmp4b,"Charged multivesicular body protein 4b",1,0,Xenopus laevis
Q9D8B3,Chmp4b,"Charged multivesicular body protein 4b",1,0,Mus musculus
P0C0A3,Chmp6,"Charged multivesicular body protein 6",1,0,Mus musculus
Q96FZ7,CHMP6,"Charged multivesicular body protein 6",1,0,Homo sapiens
Q8WUX9,CHMP7,"Charged multivesicular body protein 7",0,1,Homo sapiens
Q9S775,PKL,"CHD3-type chromatin-remodeling factor PICKLE",1,0,Arabidopsis thaliana
Q00986,mcpA,"Chemoreceptor McpA",1,0,Caulobacter vibrioides (strain ATCC 19089 / CB15)
Q9XVW6,ooc-3,"Chloride channel CLIC-like protein 1",1,0,Caenorhabditis elegans
O00299,CLIC1,"Chloride intracellular channel protein 1",2,0,Homo sapiens
O15247,CLIC2,"Chloride intracellular channel protein 2",1,0,Homo sapiens
O95833,CLIC3,"Chloride intracellular channel protein 3",1,0,Homo sapiens
Q9Y696,CLIC4,"Chloride intracellular channel protein 4",3,0,Homo sapiens
Q9NZA1,CLIC5,"Chloride intracellular channel protein 5",1,0,Homo sapiens
O35454,Clcn6,"Chloride transport protein 6",1,0,Mus musculus
Q9S7J7,LHCB2.2,"Chlorophyll a-b binding protein 2.2, chloroplastic",1,0,Arabidopsis thaliana
Q9S7M0,LHCB3,"Chlorophyll a-b binding protein 3, chloroplastic",1,0,Arabidopsis thaliana
P27521,LHCA4,"Chlorophyll a-b binding protein 4, chloroplastic",1,0,Arabidopsis thaliana
Q01667,LHCA1,"Chlorophyll a-b binding protein 6, chloroplastic",1,0,Arabidopsis thaliana
Q75VZ0,LhcI-1,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
Q75VY8,LhcI-3,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
Q39141,Lhb1B2,"Chlorophyll a-b binding protein, chloroplastic",1,0,Arabidopsis thaliana
Q39142,Lhb1B1,"Chlorophyll a-b binding protein, chloroplastic",1,0,Arabidopsis thaliana
Q75VY9,LhcI-2,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
Q75VY6,LhcI-5,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
Q9ZSJ4,Lhcb3,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
Q84Y02,Lhca,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
A8ITV3,LHCA9,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
A8IKC8,LHCA2,"Chlorophyll a-b binding protein, chloroplastic",1,0,Chlamydomonas reinhardtii
Q9LMQ2,CHLOROPHYLL PROTEIN 24,"Chlorophyll a-b binding protein, chloroplastic",1,0,Arabidopsis thaliana
Q9XF89,LHCB5,"Chlorophyll a-b binding protein CP26, chloroplastic",1,0,Arabidopsis thaliana
Q07473,LHCB4.1,"Chlorophyll a-b binding protein CP29.1, chloroplastic",1,0,Arabidopsis thaliana
Q9S7W1,LHCB4.3,"Chlorophyll a-b binding protein CP29.3, chloroplastic",1,0,Arabidopsis thaliana
A0A1P8ATL2,CRB,"Chloroplast RNA binding protein",1,0,Arabidopsis thaliana
Q6Y682,Rap38,"Chloroplast stem-loop-binding protein",1,0,Chlamydomonas reinhardtii
A8IIK4,CSP41a,"Chloroplast stem-loop-binding protein",1,0,Chlamydomonas reinhardtii
Q9LYA9,CSP41A,"Chloroplast stem-loop binding protein of 41 kDa a, chloroplastic",1,0,Arabidopsis thaliana
Q9WVK8,Cyp46a1,"Cholesterol 24-hydroxylase",1,0,Mus musculus
P20485,CKI1,"Choline kinase",1,0,Saccharomyces cerevisiae (strain ATCC 204508 / S288c)
