uniprotkb_ac,condensate_id,condensate_name
Q9HCM3,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q03001,FB4E32DD,Presynaptic clusters and postsynaptic densities
P13861,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H479,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q16643,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q7Z2K8,FB4E32DD,Presynaptic clusters and postsynaptic densities
P06733,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q00169,FB4E32DD,Presynaptic clusters and postsynaptic densities
A0A0B4J269,FB4E32DD,Presynaptic clusters and postsynaptic densities
P50990,FB4E32DD,Presynaptic clusters and postsynaptic densities
P05198,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q00059,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y639,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q00325,FB4E32DD,Presynaptic clusters and postsynaptic densities
P21397,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H8M1,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NZM3,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q12959,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99747,FB4E32DD,Presynaptic clusters and postsynaptic densities
O94766,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9GZY8,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P2P5,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60299,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96TC7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UI12,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14195,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60488,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75190,FB4E32DD,Presynaptic clusters and postsynaptic densities
P00505,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q02978,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H0B6,FB4E32DD,Presynaptic clusters and postsynaptic densities
P25098,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q12765,FB4E32DD,Presynaptic clusters and postsynaptic densities
P26232,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5T2T1,FB4E32DD,Presynaptic clusters and postsynaptic densities
O43426,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UQ03,FB4E32DD,Presynaptic clusters and postsynaptic densities
P53007,FB4E32DD,Presynaptic clusters and postsynaptic densities
P46782,FB4E32DD,Presynaptic clusters and postsynaptic densities
P42858,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UJZ1,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8NEU8,FB4E32DD,Presynaptic clusters and postsynaptic densities
P31948,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96P26,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UL25,FB4E32DD,Presynaptic clusters and postsynaptic densities
O14974,FB4E32DD,Presynaptic clusters and postsynaptic densities
P25705,FB4E32DD,Presynaptic clusters and postsynaptic densities
P05129,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q08495,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5M775,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UBS5,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4C0,FB4E32DD,Presynaptic clusters and postsynaptic densities
A0MZ66,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00160,FB4E32DD,Presynaptic clusters and postsynaptic densities
P51648,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96AG3,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q03252,FB4E32DD,Presynaptic clusters and postsynaptic densities
P45880,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q969P0,FB4E32DD,Presynaptic clusters and postsynaptic densities
P60953,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q04837,FB4E32DD,Presynaptic clusters and postsynaptic densities
P49815,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95292,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75306,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96QR8,FB4E32DD,Presynaptic clusters and postsynaptic densities
P42263,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09936,FB4E32DD,Presynaptic clusters and postsynaptic densities
P61421,FB4E32DD,Presynaptic clusters and postsynaptic densities
P29401,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8IWT6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8N9R8,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13424,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q07157,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5T848,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NRY4,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75477,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15436,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5JPE7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q02952,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14982,FB4E32DD,Presynaptic clusters and postsynaptic densities
P05771,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H3Q1,FB4E32DD,Presynaptic clusters and postsynaptic densities
P10636,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92930,FB4E32DD,Presynaptic clusters and postsynaptic densities
P48058,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6ZVL6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P265,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q16698,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8WXG6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y2J0,FB4E32DD,Presynaptic clusters and postsynaptic densities
P23634,FB4E32DD,Presynaptic clusters and postsynaptic densities
P99999,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99733,FB4E32DD,Presynaptic clusters and postsynaptic densities
P23258,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95837,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UI08,FB4E32DD,Presynaptic clusters and postsynaptic densities
O15400,FB4E32DD,Presynaptic clusters and postsynaptic densities
P30085,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NRH3,FB4E32DD,Presynaptic clusters and postsynaptic densities
P17066,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UNZ2,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q12931,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00291,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q765P7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P47736,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UI15,FB4E32DD,Presynaptic clusters and postsynaptic densities
P23468,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15700,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q16512,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99536,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y2H0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P0V9,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5TF21,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13554,FB4E32DD,Presynaptic clusters and postsynaptic densities
P13639,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00214,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q02252,FB4E32DD,Presynaptic clusters and postsynaptic densities
P35612,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UPW8,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y6T7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P11498,FB4E32DD,Presynaptic clusters and postsynaptic densities
P08240,FB4E32DD,Presynaptic clusters and postsynaptic densities
P62191,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q02641,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8WXF7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P17858,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96IX5,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00186,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H492,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96CW1,FB4E32DD,Presynaptic clusters and postsynaptic densities
P26373,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13557,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4D1,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8ND76,FB4E32DD,Presynaptic clusters and postsynaptic densities
P08631,FB4E32DD,Presynaptic clusters and postsynaptic densities
P02747,FB4E32DD,Presynaptic clusters and postsynaptic densities
O14594,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q12965,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96QK1,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95466,FB4E32DD,Presynaptic clusters and postsynaptic densities
P21796,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9HCH3,FB4E32DD,Presynaptic clusters and postsynaptic densities
O43295,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99623,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P1Z2,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H7D0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99946,FB4E32DD,Presynaptic clusters and postsynaptic densities
P51452,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00330,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q02246,FB4E32DD,Presynaptic clusters and postsynaptic densities
O15484,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60658,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H4G4,FB4E32DD,Presynaptic clusters and postsynaptic densities
P16452,FB4E32DD,Presynaptic clusters and postsynaptic densities
P14621,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6PGP7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8N3V7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q86YR5,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q00610,FB4E32DD,Presynaptic clusters and postsynaptic densities
P55290,FB4E32DD,Presynaptic clusters and postsynaptic densities
P19525,FB4E32DD,Presynaptic clusters and postsynaptic densities
O76041,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95140,FB4E32DD,Presynaptic clusters and postsynaptic densities
O94811,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75116,FB4E32DD,Presynaptic clusters and postsynaptic densities
P61764,FB4E32DD,Presynaptic clusters and postsynaptic densities
P62258,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H061,FB4E32DD,Presynaptic clusters and postsynaptic densities
P32004,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5VIR6,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75955,FB4E32DD,Presynaptic clusters and postsynaptic densities
P38606,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H444,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95782,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y2Q3,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8IVF7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H254,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9HAV0,FB4E32DD,Presynaptic clusters and postsynaptic densities
P25685,FB4E32DD,Presynaptic clusters and postsynaptic densities
P38646,FB4E32DD,Presynaptic clusters and postsynaptic densities
P28072,FB4E32DD,Presynaptic clusters and postsynaptic densities
P68106,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UBB4,FB4E32DD,Presynaptic clusters and postsynaptic densities
O43707,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14416,FB4E32DD,Presynaptic clusters and postsynaptic densities
P11021,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y6M9,FB4E32DD,Presynaptic clusters and postsynaptic densities
P31946,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UN36,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96JE9,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13367,FB4E32DD,Presynaptic clusters and postsynaptic densities
P11441,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96AQ6,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75145,FB4E32DD,Presynaptic clusters and postsynaptic densities
P61601,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q3KQU3,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95299,FB4E32DD,Presynaptic clusters and postsynaptic densities
P78352-3,FB4E32DD,Presynaptic clusters and postsynaptic densities
P08559,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5TCZ1,FB4E32DD,Presynaptic clusters and postsynaptic densities
P14867,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95373,FB4E32DD,Presynaptic clusters and postsynaptic densities
P19022,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4E8,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00159,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8IWU2,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96JC1,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95990,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6UWE0,FB4E32DD,Presynaptic clusters and postsynaptic densities
P14324,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75061,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NRW7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P35749,FB4E32DD,Presynaptic clusters and postsynaptic densities
P32969,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9C040,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00471,FB4E32DD,Presynaptic clusters and postsynaptic densities
P28161,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q86YM7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P01111,FB4E32DD,Presynaptic clusters and postsynaptic densities
P53990,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NRW1,FB4E32DD,Presynaptic clusters and postsynaptic densities
P20648,FB4E32DD,Presynaptic clusters and postsynaptic densities
P62760,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13310,FB4E32DD,Presynaptic clusters and postsynaptic densities
P00568,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q86YS7,FB4E32DD,Presynaptic clusters and postsynaptic densities
O14617,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9BY11,FB4E32DD,Presynaptic clusters and postsynaptic densities
P41594,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09417,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09471,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96HU8,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09493,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9C0D0,FB4E32DD,Presynaptic clusters and postsynaptic densities
O15034,FB4E32DD,Presynaptic clusters and postsynaptic densities
P60201,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4R7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q5T8D3,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NZH0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q7Z4S6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96C19,FB4E32DD,Presynaptic clusters and postsynaptic densities
P31947,FB4E32DD,Presynaptic clusters and postsynaptic densities
A0A2R8YDH4,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q01813,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00410,FB4E32DD,Presynaptic clusters and postsynaptic densities
P23284,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NV70,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60716,FB4E32DD,Presynaptic clusters and postsynaptic densities
P68371,FB4E32DD,Presynaptic clusters and postsynaptic densities
P17568,FB4E32DD,Presynaptic clusters and postsynaptic densities
P24666,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UPR5,FB4E32DD,Presynaptic clusters and postsynaptic densities
O94979,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13153,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q07954,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96DZ5,FB4E32DD,Presynaptic clusters and postsynaptic densities
P35579,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13332,FB4E32DD,Presynaptic clusters and postsynaptic densities
P53992,FB4E32DD,Presynaptic clusters and postsynaptic densities
P54136,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60282,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14156,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75521,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UPQ3,FB4E32DD,Presynaptic clusters and postsynaptic densities
P20916,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75390,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UJS0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99798,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75077,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95741,FB4E32DD,Presynaptic clusters and postsynaptic densities
P27816,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13884,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y3L5,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99719,FB4E32DD,Presynaptic clusters and postsynaptic densities
P46060,FB4E32DD,Presynaptic clusters and postsynaptic densities
O14490,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13671,FB4E32DD,Presynaptic clusters and postsynaptic densities
P42224,FB4E32DD,Presynaptic clusters and postsynaptic densities
P60660,FB4E32DD,Presynaptic clusters and postsynaptic densities
O94819,FB4E32DD,Presynaptic clusters and postsynaptic densities
P55072,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15121,FB4E32DD,Presynaptic clusters and postsynaptic densities
P54764,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P1A6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UN37,FB4E32DD,Presynaptic clusters and postsynaptic densities
P62277,FB4E32DD,Presynaptic clusters and postsynaptic densities
P06241,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09651,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75348,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60884,FB4E32DD,Presynaptic clusters and postsynaptic densities
P11166,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q3ZCQ8,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q01484,FB4E32DD,Presynaptic clusters and postsynaptic densities
P19174,FB4E32DD,Presynaptic clusters and postsynaptic densities
O95294,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q16774,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09038,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9HBL7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P50148,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00231,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92828,FB4E32DD,Presynaptic clusters and postsynaptic densities
P01588,FB4E32DD,Presynaptic clusters and postsynaptic densities
P11217,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92599,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q16799,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13232,FB4E32DD,Presynaptic clusters and postsynaptic densities
P30043,FB4E32DD,Presynaptic clusters and postsynaptic densities
P05388,FB4E32DD,Presynaptic clusters and postsynaptic densities
P51178,FB4E32DD,Presynaptic clusters and postsynaptic densities
P35613,FB4E32DD,Presynaptic clusters and postsynaptic densities
O60331,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4G6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15147,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H4M9,FB4E32DD,Presynaptic clusters and postsynaptic densities
P61981,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92777,FB4E32DD,Presynaptic clusters and postsynaptic densities
P55087,FB4E32DD,Presynaptic clusters and postsynaptic densities
O94925,FB4E32DD,Presynaptic clusters and postsynaptic densities
P78357,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14318,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15042,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92629,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75746,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92561,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y3U8,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UQB3,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P121,FB4E32DD,Presynaptic clusters and postsynaptic densities
P60880,FB4E32DD,Presynaptic clusters and postsynaptic densities
P34931,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y2Q0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13733,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15785,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14008,FB4E32DD,Presynaptic clusters and postsynaptic densities
P09497,FB4E32DD,Presynaptic clusters and postsynaptic densities
P49591,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q96D05,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q969M1,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y3D7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P21283,FB4E32DD,Presynaptic clusters and postsynaptic densities
O15020,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y3I0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y496,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00764,FB4E32DD,Presynaptic clusters and postsynaptic densities
A6NH52,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q00013,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NP79,FB4E32DD,Presynaptic clusters and postsynaptic densities
P40121,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13526,FB4E32DD,Presynaptic clusters and postsynaptic densities
P12236,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75410,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q99569,FB4E32DD,Presynaptic clusters and postsynaptic densities
P63010,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75382,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9HB21,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q04917,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UIW2,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q05193,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q16658,FB4E32DD,Presynaptic clusters and postsynaptic densities
P63000,FB4E32DD,Presynaptic clusters and postsynaptic densities
P00558,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UJU6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9ULJ8,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9P035,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q15599,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q12955,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NZG7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P07737,FB4E32DD,Presynaptic clusters and postsynaptic densities
P22061,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q86UR5,FB4E32DD,Presynaptic clusters and postsynaptic densities
P43155,FB4E32DD,Presynaptic clusters and postsynaptic densities
P07195,FB4E32DD,Presynaptic clusters and postsynaptic densities
O43739,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9BQI5,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6UXV4,FB4E32DD,Presynaptic clusters and postsynaptic densities
A6NCS6,FB4E32DD,Presynaptic clusters and postsynaptic densities
P20340,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q86UX6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q07065,FB4E32DD,Presynaptic clusters and postsynaptic densities
P07900,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q14847,FB4E32DD,Presynaptic clusters and postsynaptic densities
P06753,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q17R89,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q13057,FB4E32DD,Presynaptic clusters and postsynaptic densities
P02649,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8TF61,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q969Z3,FB4E32DD,Presynaptic clusters and postsynaptic densities
O43396,FB4E32DD,Presynaptic clusters and postsynaptic densities
O94772,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6ZVM7,FB4E32DD,Presynaptic clusters and postsynaptic densities
O00483,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8NHH9,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8NBX0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9BWM7,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75323,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UQM7,FB4E32DD,Presynaptic clusters and postsynaptic densities
P13591,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q8TCU6,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q93050,FB4E32DD,Presynaptic clusters and postsynaptic densities
P16152,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6P1N0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q07021,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q7L099,FB4E32DD,Presynaptic clusters and postsynaptic densities
P43004,FB4E32DD,Presynaptic clusters and postsynaptic densities
P30041,FB4E32DD,Presynaptic clusters and postsynaptic densities
P30101,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UMF0,FB4E32DD,Presynaptic clusters and postsynaptic densities
P19367,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9HAR2,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UPP2,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q53TN4,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9HAU0,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9ULV4,FB4E32DD,Presynaptic clusters and postsynaptic densities
O43175,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NQC7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q92572,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9H9B4,FB4E32DD,Presynaptic clusters and postsynaptic densities
P53396,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9UM54,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q7KZI7,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q6H8Q1,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9NY47,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4W6,FB4E32DD,Presynaptic clusters and postsynaptic densities
P16333,FB4E32DD,Presynaptic clusters and postsynaptic densities
P17252,FB4E32DD,Presynaptic clusters and postsynaptic densities
P61266,FB4E32DD,Presynaptic clusters and postsynaptic densities
Q9Y4E6,FB4E32DD,Presynaptic clusters and postsynaptic densities
P07197,FB4E32DD,Presynaptic clusters and postsynaptic densities
P42704,FB4E32DD,Presynaptic clusters and postsynaptic densities
O75146,FB4E32DD,Presynaptic clusters and postsynaptic densities
P49327,FB4E32DD,Presynaptic clusters and postsynaptic densities
